"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2011-09-05,,67,53,0.00,,
2011-09-06,,66,57,0.00,,
2011-09-07,,70,58,0.00,,
2011-09-08,,74,62,0.06,,
2011-09-09,,72,64,0.11,,
2011-09-10,,76,58,0.01,,
2011-09-11,,83,60,0.00,,
2011-09-12,,86,64,0.00,,
2011-09-13,,76,58,0.00,,
2011-09-14,,60,48,0.00,,
2011-09-15,,60,44,0.00,,
2011-09-16,,59,48,0.00,,
2011-09-17,,69,52,0.00,,
2011-09-18,,66,56,0.34,,
2011-09-19,,68,56,0.41,,
2011-09-20,,75,53,0.01,,
2011-09-21,,72,57,0.00,,
2011-09-22,,63,53,0.00,,
2011-09-23,,62,48,0.02,,
2011-09-24,,63,51,0.07,,
2011-09-25,,65,53,0.23,,
2011-09-26,,63,53,0.90,,
2011-09-27,,63,54,0.25,,
2011-09-28,,64,53,0.15,,
2011-09-29,,66,51,0.09,,
2011-09-30,,58,47,0.17,,
2011-10-01,,56,44,0.00,,
2011-10-02,,65,41,0.00,,
2011-10-03,,70,45,0.00,,
2011-10-04,,74,46,0.00,,
2011-10-05,,80,52,0.00,,
2011-10-06,,81,56,0.00,,
2011-10-07,,84,59,0.00,,
2011-10-08,,82,61,0.00,,
2011-10-09,,80,56,0.00,,
2011-10-10,,77,58,0.00,,
2011-10-11,,78,58,0.00,,
2011-10-12,,77,57,0.00,,
2011-10-13,,64,52,0.49,,
2011-10-14,,61,49,0.00,,
2011-10-15,,61,47,0.00,,
2011-10-16,,60,46,0.12,,
2011-10-17,,57,40,0.00,,
2011-10-18,,54,40,0.02,,
2011-10-19,,49,44,0.84,,
2011-10-20,,46,42,0.07,,
2011-10-21,,54,37,0.00,,
2011-10-22,,66,38,0.00,,
2011-10-23,,67,41,0.22,,
2011-10-24,,63,45,0.06,,
2011-10-25,,74,49,0.13,,
2011-10-26,,54,47,0.00,,
2011-10-27,,51,38,0.16,,
2011-10-28,,54,36,0.00,,
2011-10-29,,54,36,0.00,,
2011-10-30,,57,37,0.11,,
2011-10-31,,53,39,0.00,,
2011-11-01,,66,39,0.00,,
2011-11-02,,66,48,0.00,,
2011-11-03,,49,47,0.33,,
2011-11-04,,51,42,0.00,,
2011-11-05,,58,38,0.00,,
2011-11-06,,59,47,0.00,,
2011-11-07,,56,51,0.21,,
2011-11-08,,56,47,1.21,,
2011-11-09,,60,36,0.27,,
2011-11-10,,41,33,0.02,,
2011-11-11,,45,30,0.00,,
2011-11-12,,60,37,0.00,,
2011-11-13,,71,48,0.00,,
2011-11-14,,52,41,0.01,,
2011-11-15,,63,37,0.00,,
2011-11-16,,46,31,0.00,,
2011-11-17,,43,27,0.00,,
2011-11-18,,51,30,0.00,,
2011-11-19,,59,44,0.00,,
2011-11-20,,56,40,0.00,,
2011-11-21,,46,40,0.00,,
2011-11-22,,44,40,0.40,,
2011-11-23,,49,34,0.00,,
2011-11-24,,46,40,0.00,,
2011-11-25,,57,40,0.00,,
2011-11-26,,58,46,0.80,,
2011-11-27,,46,35,0.09,,
2011-11-28,,40,34,0.00,,
2011-11-29,,44,32,0.00,,
2011-11-30,,44,25,0.00,,
2011-12-01,,46,30,0.00,,
2011-12-02,,42,33,0.00,,
2011-12-03,,51,36,0.19,,
2011-12-04,,53,35,0.05,,
2011-12-05,,40,35,0.01,,
2011-12-06,,38,28,0.00,,
2011-12-07,,35,26,0.00,,
2011-12-08,,36,24,0.00,,
2011-12-09,,32,18,0.00,,
2011-12-10,,26,12,0.00,,
2011-12-11,,43,25,0.00,,
2011-12-12,,46,28,0.00,,
2011-12-13,,44,39,0.06,,
2011-12-14,,55,41,1.00,,
2011-12-15,,57,32,0.02,,
2011-12-16,,35,26,0.00,,
2011-12-17,,33,28,0.02,,
2011-12-18,,43,26,0.00,,
2011-12-19,,51,39,0.00,,
2011-12-20,,39,37,0.00,,
2011-12-21,,43,39,0.00,,
2011-12-22,,41,32,0.04,,
2011-12-23,,34,23,0.00,,
2011-12-24,,39,24,0.00,,
2011-12-25,,45,29,0.00,,
2011-12-26,,45,26,0.03,,
2011-12-27,,40,27,0.18,,
2011-12-28,,32,21,0.00,,
2011-12-29,,48,32,0.00,,
2011-12-30,,46,35,0.38,,
2011-12-31,,43,29,0.00,,
2012-01-01,,44,30,0.02,,
2012-01-02,,29,17,0.00,,
2012-01-03,,27,13,0.00,,
2012-01-04,,43,26,0.00,,
2012-01-05,,49,28,0.00,,
2012-01-06,,55,41,0.00,,
2012-01-07,,44,30,0.00,,
2012-01-08,,40,26,0.00,,
2012-01-09,,46,26,0.00,,
2012-01-10,,52,29,0.00,,
2012-01-11,,51,32,0.00,,
2012-01-12,,37,19,0.06,,
2012-01-13,,22,16,0.00,,
2012-01-14,,21,14,0.00,,
2012-01-15,,31,13,0.00,,
2012-01-16,,44,30,0.04,,
2012-01-17,,42,17,0.07,,
2012-01-18,,26,11,0.00,,
2012-01-19,,28,6,0.00,,
2012-01-20,,23,6,0.34,,
2012-01-21,,26,16,0.00,,
2012-01-22,,43,16,0.44,,
2012-01-23,,46,30,0.25,,
2012-01-24,,37,26,0.00,,
2012-01-25,,34,24,0.00,,
2012-01-26,,37,32,0.00,,
2012-01-27,,43,33,0.02,,
2012-01-28,,33,26,0.03,,
2012-01-29,,31,21,0.00,,
2012-01-30,,53,22,0.00,,
2012-01-31,,58,43,0.00,,
2012-02-01,,46,34,0.00,,
2012-02-02,,44,33,0.00,,
2012-02-03,,40,34,0.00,,
2012-02-04,,39,29,0.03,,
2012-02-05,,43,27,0.00,,
2012-02-06,,32,29,0.00,,
2012-02-07,,36,29,0.00,,
2012-02-08,,36,25,0.00,,
2012-02-09,,35,20,0.00,,
2012-02-10,,35,15,0.02,,
2012-02-11,,20,10,0.00,,
2012-02-12,,36,15,0.00,,
2012-02-13,,37,19,0.01,,
2012-02-14,,36,29,0.00,,
2012-02-15,,42,32,0.13,,
2012-02-16,,47,34,0.08,,
2012-02-17,,49,27,0.00,,
2012-02-18,,37,29,0.00,,
2012-02-19,,37,26,0.00,,
2012-02-20,,43,25,0.00,,
2012-02-21,,41,33,0.07,,
2012-02-22,,42,32,0.00,,
2012-02-23,,39,28,0.11,,
2012-02-24,,35,25,0.24,,
2012-02-25,,29,19,0.00,,
2012-02-26,,52,22,0.00,,
2012-02-27,,40,27,0.00,,
2012-02-28,,,,,,
2012-02-29,,60,35,0.19,,
2012-03-01,,39,35,0.00,,
2012-03-02,,41,35,0.19,,
2012-03-03,,35,30,0.00,,
2012-03-04,,36,26,0.00,,
2012-03-05,,37,20,0.00,,
2012-03-06,,68,32,0.00,,
2012-03-07,,68,54,0.00,,
2012-03-08,,61,36,0.21,,
2012-03-09,,40,30,0.00,,
2012-03-10,,60,28,0.00,,
2012-03-11,,68,39,0.00,,
2012-03-12,,67,52,0.28,,
2012-03-13,,71,48,0.00,,
2012-03-14,,81,54,0.00,,
2012-03-15,,81,51,0.00,,
2012-03-16,,81,48,0.00,,
2012-03-17,,80,58,0.00,,
2012-03-18,,81,61,0.00,,
2012-03-19,,79,64,0.00,,
2012-03-20,,85,66,0.00,,
2012-03-21,,86,66,0.00,,
2012-03-22,,84,62,0.04,,
2012-03-23,,63,53,0.89,,
2012-03-24,,61,50,0.01,,
2012-03-25,,67,44,0.01,,
2012-03-26,,47,38,0.00,,
2012-03-27,,72,39,0.00,,
2012-03-28,,68,46,0.00,,
2012-03-29,,48,40,0.00,,
2012-03-30,,54,40,0.25,,
2012-03-31,,46,39,0.00,,
2012-04-01,,61,45,0.20,,
2012-04-02,,61,47,0.00,,
2012-04-03,,70,48,0.00,,
2012-04-04,,57,46,0.00,,
2012-04-05,,49,39,0.00,,
2012-04-06,,52,38,0.00,,
2012-04-07,,66,38,0.00,,
2012-04-08,,65,45,0.00,,
2012-04-09,,62,42,0.00,,
2012-04-10,,45,35,0.00,,
2012-04-11,,52,31,0.00,,
2012-04-12,,62,35,0.00,,
2012-04-13,,66,45,0.00,,
2012-04-14,,65,51,0.87,,
2012-04-15,,76,59,0.82,,
2012-04-16,,66,43,0.02,,
2012-04-17,,53,41,0.00,,
2012-04-18,,72,43,0.04,,
2012-04-19,,61,45,0.00,,
2012-04-20,,50,41,0.02,,
2012-04-21,,51,36,0.00,,
2012-04-22,,51,42,0.00,,
2012-04-23,,58,36,0.00,,
2012-04-24,,64,38,0.00,,
2012-04-25,,62,50,0.05,,
2012-04-26,,55,39,0.00,,
2012-04-27,,52,39,0.00,,
2012-04-28,,50,44,0.20,,
2012-04-29,,58,44,0.11,,
2012-04-30,,63,51,0.39,,
2012-05-01,,64,52,0.32,,
2012-05-02,,78,60,0.00,,
2012-05-03,,86,69,0.07,,
2012-05-04,,72,51,0.28,,
2012-05-05,,63,53,0.00,,
2012-05-06,,73,54,0.40,,
2012-05-07,,61,54,0.59,,
2012-05-08,,70,51,0.01,,
2012-05-09,,60,46,0.00,,
2012-05-10,,65,45,0.00,,
2012-05-11,,78,48,0.00,,
2012-05-12,,67,51,0.25,,
2012-05-13,,69,53,0.00,,
2012-05-14,,78,46,0.00,,
2012-05-15,,84,56,0.00,,
2012-05-16,,63,52,0.00,,
2012-05-17,,71,49,0.00,,
2012-05-18,,85,57,0.00,,
2012-05-19,,91,64,0.00,,
2012-05-20,,92,65,0.14,,
2012-05-21,,65,54,0.00,,
2012-05-22,,68,49,0.00,,
2012-05-23,,82,49,0.00,,
2012-05-24,,90,67,0.00,,
2012-05-25,,80,67,0.00,,
2012-05-26,,82,63,0.00,,
2012-05-27,,97,73,0.00,,
2012-05-28,,94,74,0.02,,
2012-05-29,,85,64,0.00,,
2012-05-30,,69,53,0.00,,
2012-05-31,,55,49,0.97,,
2012-06-01,,64,49,0.03,,
2012-06-02,,74,49,0.00,,
2012-06-03,,80,56,0.00,,
2012-06-04,,74,59,0.00,,
2012-06-05,,69,57,0.00,,
2012-06-06,,74,56,0.00,,
2012-06-07,,78,54,0.00,,
2012-06-08,,87,59,0.00,,
2012-06-09,,89,66,0.00,,
2012-06-10,,92,71,0.00,,
2012-06-11,,90,72,0.00,,
2012-06-12,,77,62,0.00,,
2012-06-13,,71,57,0.00,,
2012-06-14,,86,60,0.00,,
2012-06-15,,93,67,0.00,,
2012-06-16,,94,69,0.38,,
2012-06-17,,85,68,0.15,,
2012-06-18,,92,72,0.00,,
2012-06-19,,94,75,0.00,,
2012-06-20,,93,76,0.00,,
2012-06-21,,83,70,0.03,,
2012-06-22,,83,63,0.00,,
2012-06-23,,86,63,0.00,,
2012-06-24,,92,70,0.00,,
2012-06-25,,74,63,0.00,,
2012-06-26,,81,63,0.00,,
2012-06-27,,90,64,0.00,,
2012-06-28,,101,77,0.16,,
2012-06-29,,88,70,0.28,,
2012-06-30,,89,70,0.00,,
2012-07-01,,90,66,0.56,,
2012-07-02,,97,74,0.00,,
2012-07-03,,95,77,0.00,,
2012-07-04,,101,80,0.00,,
2012-07-05,,102,79,0.00,,
2012-07-06,,104,83,0.00,,
2012-07-07,,98,74,0.00,,
2012-07-08,,85,74,0.00,,
2012-07-09,,88,68,0.00,,
2012-07-10,,82,71,0.00,,
2012-07-11,,86,69,0.00,,
2012-07-12,,90,71,0.00,,
2012-07-13,,93,73,0.00,,
2012-07-14,,89,71,0.00,,
2012-07-15,,95,70,0.00,,
2012-07-16,,98,77,0.00,,
2012-07-17,,99,80,0.00,,
2012-07-18,,91,71,0.55,,
2012-07-19,,85,70,0.89,,
2012-07-20,,82,69,0.00,,
2012-07-21,,89,69,0.00,,
2012-07-22,,90,75,0.01,,
2012-07-23,,98,81,0.01,,
2012-07-24,,88,71,0.37,,
2012-07-25,,101,74,0.00,,
2012-07-26,,89,72,0.07,,
2012-07-27,,87,70,0.01,,
2012-07-28,,83,71,0.00,,
2012-07-29,,88,68,0.00,,
2012-07-30,,93,74,0.00,,
2012-07-31,,86,71,0.17,,
2012-08-01,,89,71,0.00,,
2012-08-02,,93,71,0.00,,
2012-08-03,,94,74,0.00,,
2012-08-04,,95,72,1.02,,
2012-08-05,,85,70,0.00,,
2012-08-06,,86,67,0.00,,
2012-08-07,,94,67,0.00,,
2012-08-08,,84,75,0.01,,
2012-08-09,,77,66,0.00,,
2012-08-10,,76,62,0.40,,
2012-08-11,,79,58,0.00,,
2012-08-12,,77,61,0.00,,
2012-08-13,,72,63,0.34,,
2012-08-14,,82,59,0.01,,
2012-08-15,,86,67,0.00,,
2012-08-16,,76,64,0.31,,
2012-08-17,,77,59,0.00,,
2012-08-18,,78,57,0.00,,
2012-08-19,,79,61,0.00,,
2012-08-20,,76,60,0.53,,
2012-08-21,,79,58,0.00,,
2012-08-22,,84,72,0.00,,
2012-08-23,,91,69,0.00,,
2012-08-24,,93,71,0.00,,
2012-08-25,,94,71,0.00,,
2012-08-26,,81,68,3.66,,
2012-08-27,,88,69,0.00,,
2012-08-28,,85,65,0.00,,
2012-08-29,,84,70,0.00,,
2012-08-30,,91,69,0.00,,
2012-08-31,,93,72,0.00,,
2012-09-01,,78,73,0.25,,
2012-09-02,,81,75,0.00,,
2012-09-03,,87,73,0.00,,
2012-09-04,,89,68,0.33,,
2012-09-05,,86,66,0.17,,
2012-09-06,,86,70,0.00,,
2012-09-07,,78,61,0.20,,
2012-09-08,,73,56,0.23,,
2012-09-09,,72,56,0.00,,
2012-09-10,,77,54,0.00,,
2012-09-11,,84,59,0.00,,
2012-09-12,,87,63,0.00,,
2012-09-13,,72,56,0.13,,
2012-09-14,,75,54,0.00,,
2012-09-15,,79,55,0.00,,
2012-09-16,,78,56,0.00,,
2012-09-17,,79,59,0.17,,
2012-09-18,,64,50,0.00,,
2012-09-19,,74,47,0.00,,
2012-09-20,,72,56,0.00,,
2012-09-21,,61,52,0.13,,
2012-09-22,,60,47,0.01,,
2012-09-23,,62,43,0.00,,
2012-09-24,,71,42,0.00,,
2012-09-25,,77,54,0.00,,
2012-09-26,,69,57,0.00,,
2012-09-27,,68,49,0.00,,
2012-09-28,,67,52,0.00,,
2012-09-29,,79,49,0.00,,
2012-09-30,,67,52,0.00,,
2012-10-01,,66,50,0.00,,
2012-10-02,,69,59,0.00,,
2012-10-03,,69,61,0.03,,
2012-10-04,,81,51,0.10,,
2012-10-05,,51,42,0.00,,
2012-10-06,,50,35,0.00,,
2012-10-07,,51,38,0.00,,
2012-10-08,,60,36,0.00,,
2012-10-09,,67,43,0.18,,
2012-10-10,,52,38,0.00,,
2012-10-11,,67,39,0.00,,
2012-10-12,,53,41,0.00,,
2012-10-13,,68,47,0.48,,
2012-10-14,,72,49,0.54,,
2012-10-15,,60,46,0.00,,
2012-10-16,,70,44,0.00,,
2012-10-17,,69,55,0.43,,
2012-10-18,,55,45,0.13,,
2012-10-19,,53,44,0.15,,
2012-10-20,,58,41,0.00,,
2012-10-21,,70,42,0.00,,
2012-10-22,,67,56,0.28,,
2012-10-23,,69,59,0.03,,
2012-10-24,,79,61,0.00,,
2012-10-25,,77,45,0.45,,
2012-10-26,,51,38,0.00,,
2012-10-27,,48,36,0.00,,
2012-10-28,,50,40,0.00,,
2012-10-29,,51,38,0.00,,
2012-10-30,,47,40,0.00,,
2012-10-31,,49,35,0.00,,
2012-11-01,,53,35,0.00,,
2012-11-02,,50,35,0.00,,
2012-11-03,,45,38,0.00,,
2012-11-04,,50,35,0.00,,
2012-11-05,,43,33,0.00,,
2012-11-06,,42,31,0.10,,
2012-11-07,,48,40,0.01,,
2012-11-08,,46,40,0.00,,
2012-11-09,,58,38,0.00,,
2012-11-10,,68,54,0.36,,
2012-11-11,,70,42,0.29,,
2012-11-12,,42,30,0.03,,
2012-11-13,,41,26,0.00,,
2012-11-14,,45,31,0.00,,
2012-11-15,,48,31,0.00,,
2012-11-16,,54,32,0.00,,
2012-11-17,,54,31,0.00,,
2012-11-18,,57,35,0.00,,
2012-11-19,,59,42,0.04,,
2012-11-20,,58,42,0.00,,
2012-11-21,,55,37,0.00,,
2012-11-22,,63,45,0.17,,
2012-11-23,,45,29,0.00,,
2012-11-24,,33,26,0.00,,
2012-11-25,,45,30,0.00,,
2012-11-26,,37,26,0.00,,
2012-11-27,,35,20,0.00,,
2012-11-28,,45,28,0.00,,
2012-11-29,,52,33,0.00,,
2012-11-30,,53,41,0.00,,
2012-12-01,,60,37,0.00,,
2012-12-02,,66,47,0.01,,
2012-12-03,,72,47,0.01,,
2012-12-04,,62,42,0.00,,
2012-12-05,,42,30,0.00,,
2012-12-06,,47,34,0.00,,
2012-12-07,,46,43,0.08,,
2012-12-08,,43,39,0.09,,
2012-12-09,,42,37,0.16,,
2012-12-10,,39,27,0.00,,
2012-12-11,,36,25,0.00,,
2012-12-12,,45,27,0.00,,
2012-12-13,,49,33,0.00,,
2012-12-14,,50,31,0.00,,
2012-12-15,,51,42,0.21,,
2012-12-16,,51,39,0.00,,
2012-12-17,,41,34,0.00,,
2012-12-18,,42,32,0.00,,
2012-12-19,,43,34,0.04,,
2012-12-20,,50,33,1.12,,
2012-12-21,,33,21,0.00,,
2012-12-22,,33,18,0.00,,
2012-12-23,,36,22,0.00,,
2012-12-24,,35,30,0.00,,
2012-12-25,,34,28,0.00,,
2012-12-26,,33,29,0.00,,
2012-12-27,,33,29,0.00,,
2012-12-28,,33,31,0.00,,
2012-12-29,,32,22,0.00,,
2012-12-30,,34,16,0.00,,
2012-12-31,,36,22,0.00,,
2013-01-01,,27,13,0.00,,
2013-01-02,,30,11,0.00,,
2013-01-03,,30,19,0.00,,
2013-01-04,,37,14,0.00,,
2013-01-05,,39,23,0.01,,
2013-01-06,,37,22,0.00,,
2013-01-07,,39,20,0.00,,
2013-01-08,,42,28,0.00,,
2013-01-09,,51,29,0.00,,
2013-01-10,,46,25,0.52,,
2013-01-11,,54,44,0.20,,
2013-01-12,,53,32,0.08,,
2013-01-13,,32,14,0.03,,
2013-01-14,,26,12,0.00,,
2013-01-15,,31,16,0.00,,
2013-01-16,,37,18,0.00,,
2013-01-17,,32,21,0.00,,
2013-01-18,,42,20,0.00,,
2013-01-19,,48,28,0.00,,
2013-01-20,,28,14,0.00,,
2013-01-21,,15,4,0.00,,
2013-01-22,,12,0,0.00,,
2013-01-23,,20,10,0.00,,
2013-01-24,,21,6,0.00,,
2013-01-25,,29,19,0.05,,
2013-01-26,,29,12,0.00,,
2013-01-27,,38,25,0.27,,
2013-01-28,,51,38,0.14,,
2013-01-29,,61,41,0.99,,
2013-01-30,,48,21,0.26,,
2013-01-31,,21,5,0.00,,
2013-02-01,,16,1,0.00,,
2013-02-02,,25,9,0.05,,
2013-02-03,,23,11,0.00,,
2013-02-04,,29,17,0.06,,
2013-02-05,,31,13,0.00,,
2013-02-06,,37,19,0.00,,
2013-02-07,,36,32,0.57,,
2013-02-08,,33,25,0.00,,
2013-02-09,,35,27,0.00,,
2013-02-10,,50,34,0.22,,
2013-02-11,,46,30,0.00,,
2013-02-12,,30,25,0.00,,
2013-02-13,,46,24,0.00,,
2013-02-14,,40,32,0.00,,
2013-02-15,,34,21,0.00,,
2013-02-16,,22,13,0.00,,
2013-02-17,,31,10,0.00,,
2013-02-18,,53,29,0.24,,
2013-02-19,,32,12,0.00,,
2013-02-20,,26,9,0.00,,
2013-02-21,,32,21,0.05,,
2013-02-22,,35,24,0.06,,
2013-02-23,,28,23,0.00,,
2013-02-24,,39,17,0.00,,
2013-02-25,,42,23,0.00,,
2013-02-26,,36,33,0.39,,
2013-02-27,,35,33,0.05,,
2013-02-28,,36,28,0.01,,
2013-03-01,,32,27,0.00,,
2013-03-02,,32,20,0.00,,
2013-03-03,,35,16,0.00,,
2013-03-04,,34,22,0.00,,
2013-03-05,,33,29,0.22,,
2013-03-06,,35,28,0.00,,
2013-03-07,,41,30,0.00,,
2013-03-08,,40,26,0.00,,
2013-03-09,,48,32,0.02,,
2013-03-10,,55,42,1.00,,
2013-03-11,,49,33,0.06,,
2013-03-12,,37,27,0.00,,
2013-03-13,,34,23,0.00,,
2013-03-14,,37,23,0.00,,
2013-03-15,,43,31,0.16,,
2013-03-16,,36,31,0.00,,
2013-03-17,,36,28,0.00,,
2013-03-18,,36,22,0.02,,
2013-03-19,,34,18,0.00,,
2013-03-20,,26,15,0.00,,
2013-03-21,,35,15,0.00,,
2013-03-22,,41,19,0.00,,
2013-03-23,,41,25,0.00,,
2013-03-24,,37,32,0.00,,
2013-03-25,,39,32,0.00,,
2013-03-26,,43,31,0.00,,
2013-03-27,,43,30,0.00,,
2013-03-28,,51,27,0.00,,
2013-03-29,,54,32,0.00,,
2013-03-30,,59,32,0.00,,
2013-03-31,,60,37,0.00,,
2013-04-01,,41,30,0.00,,
2013-04-02,,46,25,0.00,,
2013-04-03,,43,26,0.00,,
2013-04-04,,58,30,0.00,,
2013-04-05,,48,36,0.00,,
2013-04-06,,70,36,0.08,,
2013-04-07,,60,40,0.00,,
2013-04-08,,68,40,0.41,,
2013-04-09,,60,40,0.18,,
2013-04-10,,42,38,1.15,,
2013-04-11,,50,39,0.13,,
2013-04-12,,47,37,0.02,,
2013-04-13,,46,34,0.01,,
2013-04-14,,70,39,0.00,,
2013-04-15,,65,46,0.32,,
2013-04-16,,56,42,0.00,,
2013-04-17,,52,43,1.87,,
2013-04-18,,63,40,1.66,,
2013-04-19,,40,33,0.00,,
2013-04-20,,46,30,0.00,,
2013-04-21,,54,33,0.00,,
2013-04-22,,67,42,0.00,,
2013-04-23,,60,38,0.52,,
2013-04-24,,51,37,0.01,,
2013-04-25,,51,41,0.01,,
2013-04-26,,68,40,0.00,,
2013-04-27,,68,46,0.00,,
2013-04-28,,63,52,0.06,,
2013-04-29,,74,52,0.00,,
2013-04-30,,86,60,0.00,,
2013-05-01,,85,63,0.00,,
2013-05-02,,71,42,0.00,,
2013-05-03,,50,40,0.02,,
2013-05-04,,72,49,0.00,,
2013-05-05,,70,49,0.00,,
2013-05-06,,70,51,0.00,,
2013-05-07,,76,49,0.00,,
2013-05-08,,77,46,0.00,,
2013-05-09,,76,50,0.63,,
2013-05-10,,50,44,0.04,,
2013-05-11,,62,44,0.00,,
2013-05-12,,55,38,0.00,,
2013-05-13,,61,38,0.00,,
2013-05-14,,90,57,0.00,,
2013-05-15,,83,62,0.00,,
2013-05-16,,81,57,0.00,,
2013-05-17,,73,58,0.00,,
2013-05-18,,79,59,0.00,,
2013-05-19,,87,62,0.00,,
2013-05-20,,92,65,1.25,,
2013-05-21,,82,65,0.20,,
2013-05-22,,73,56,0.65,,
2013-05-23,,56,43,0.12,,
2013-05-24,,57,42,0.00,,
2013-05-25,,57,46,0.00,,
2013-05-26,,67,46,0.00,,
2013-05-27,,65,56,0.19,,
2013-05-28,,76,59,2.20,,
2013-05-29,,85,65,0.02,,
2013-05-30,,84,65,0.09,,
2013-05-31,,78,65,0.23,,
2013-06-01,,76,63,0.44,,
2013-06-02,,63,47,0.01,,
2013-06-03,,68,43,0.00,,
2013-06-04,,72,50,0.00,,
2013-06-05,,76,56,0.00,,
2013-06-06,,65,54,0.06,,
2013-06-07,,68,54,0.00,,
2013-06-08,,74,50,0.00,,
2013-06-09,,83,58,0.01,,
2013-06-10,,75,61,0.85,,
2013-06-11,,84,60,0.24,,
2013-06-12,,87,64,0.25,,
2013-06-13,,72,59,0.00,,
2013-06-14,,76,57,0.00,,
2013-06-15,,81,61,0.12,,
2013-06-16,,83,69,0.00,,
2013-06-17,,88,62,0.10,,
2013-06-18,,70,57,0.01,,
2013-06-19,,75,57,0.00,,
2013-06-20,,86,62,0.00,,
2013-06-21,,85,70,0.11,,
2013-06-22,,83,70,0.00,,
2013-06-23,,89,69,0.00,,
2013-06-24,,86,68,0.14,,
2013-06-25,,87,70,0.00,,
2013-06-26,,81,68,0.19,,
2013-06-27,,91,66,0.59,,
2013-06-28,,83,68,0.16,,
2013-06-29,,72,64,0.00,,
2013-06-30,,76,64,0.00,,
2013-07-01,,75,61,0.00,,
2013-07-02,,68,62,0.00,,
2013-07-03,,74,62,0.07,,
2013-07-04,,83,61,0.00,,
2013-07-05,,87,63,0.00,,
2013-07-06,,82,71,0.00,,
2013-07-07,,89,70,0.00,,
2013-07-08,,87,71,0.84,,
2013-07-09,,85,75,0.01,,
2013-07-10,,87,66,0.00,,
2013-07-11,,80,63,0.00,,
2013-07-12,,82,60,0.00,,
2013-07-13,,83,67,0.00,,
2013-07-14,,88,73,0.00,,
2013-07-15,,91,75,0.02,,
2013-07-16,,93,77,0.01,,
2013-07-17,,95,77,0.00,,
2013-07-18,,96,79,0.00,,
2013-07-19,,97,75,0.00,,
2013-07-20,,88,72,0.01,,
2013-07-21,,89,72,0.00,,
2013-07-22,,90,72,0.00,,
2013-07-23,,80,65,0.00,,
2013-07-24,,73,62,0.00,,
2013-07-25,,81,58,0.00,,
2013-07-26,,74,65,0.01,,
2013-07-27,,68,57,0.00,,
2013-07-28,,71,55,0.00,,
2013-07-29,,76,58,0.00,,
2013-07-30,,74,61,0.00,,
2013-07-31,,75,64,0.18,,
2013-08-01,,82,61,0.00,,
2013-08-02,,86,65,0.41,,
2013-08-03,,79,66,0.00,,
2013-08-04,,74,60,0.00,,
2013-08-05,,76,63,0.02,,
2013-08-06,,85,68,0.00,,
2013-08-07,,91,70,0.01,,
2013-08-08,,79,69,0.00,,
2013-08-09,,84,62,0.00,,
2013-08-10,,81,68,0.00,,
2013-08-11,,84,63,0.00,,
2013-08-12,,85,69,0.66,,
2013-08-13,,71,62,0.00,,
2013-08-14,,71,58,0.00,,
2013-08-15,,74,57,0.00,,
2013-08-16,,82,58,0.00,,
2013-08-17,,79,60,0.00,,
2013-08-18,,81,62,0.00,,
2013-08-19,,86,63,0.00,,
2013-08-20,,88,68,0.00,,
2013-08-21,,91,70,0.05,,
2013-08-22,,78,67,0.36,,
2013-08-23,,81,64,0.00,,
2013-08-24,,86,64,0.00,,
2013-08-25,,89,68,0.00,,
2013-08-26,,92,70,0.00,,
2013-08-27,,96,77,0.00,,
2013-08-28,,83,71,0.00,,
2013-08-29,,87,69,0.00,,
2013-08-30,,96,69,0.47,,
2013-08-31,,77,70,0.96,,
2013-09-01,,84,68,0.02,,
2013-09-02,,77,62,0.00,,
2013-09-03,,76,58,0.00,,
2013-09-04,,84,59,0.00,,
2013-09-05,,74,65,0.00,,
2013-09-06,,85,62,0.00,,
2013-09-07,,87,68,0.00,,
2013-09-08,,78,71,0.00,,
2013-09-09,,94,69,0.00,,
2013-09-10,,96,78,0.00,,
2013-09-11,,92,75,0.00,,
2013-09-12,,83,63,0.06,,
2013-09-13,,67,54,0.00,,
2013-09-14,,72,51,0.00,,
2013-09-15,,62,58,0.24,,
2013-09-16,,64,55,0.00,,
2013-09-17,,70,53,0.00,,
2013-09-18,,82,62,0.51,,
2013-09-19,,84,70,0.00,,
2013-09-20,,77,59,0.02,,
2013-09-21,,67,51,0.00,,
2013-09-22,,67,49,0.00,,
2013-09-23,,67,50,0.00,,
2013-09-24,,,52,0.00,,
2013-09-25,,71,56,0.00,,
2013-09-26,,75,55,0.00,,
2013-09-27,,80,57,0.00,,
2013-09-28,,85,58,0.02,,
2013-09-29,,84,53,0.22,,
2013-09-30,,76,50,0.00,,
2013-10-01,,79,62,0.00,,
2013-10-02,,77,64,0.00,,
2013-10-03,,78,64,0.80,,
2013-10-04,,76,66,0.00,,
2013-10-05,,81,65,0.68,,
2013-10-06,,76,48,0.06,,
2013-10-07,,67,45,0.00,,
2013-10-08,,76,49,0.00,,
2013-10-09,,70,52,0.00,,
2013-10-10,,75,51,0.00,,
2013-10-11,,77,56,0.00,,
2013-10-12,,73,53,0.01,,
2013-10-13,,65,46,0.00,,
2013-10-14,,62,45,0.00,,
